antecedent,consequent,antecedent_str,consequent_str,rule_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"['Barista Oat Milk', 'Madagascar Vanilla Syrup', 'Salted Creamery Butter']",['Espresso Roast Coffee Beans'],Barista Oat Milk + Madagascar Vanilla Syrup + Salted Creamery Butter,Espresso Roast Coffee Beans,Barista Oat Milk + Madagascar Vanilla Syrup + Salted Creamery Butter ➔ Espresso Roast Coffee Beans,0.0311,0.9174,3.891,0.0231,9.252,0.0339,0.2358
"['Fresh Organic Cilantro', 'Roma Tomatoes']",['Fresh Limes'],Fresh Organic Cilantro + Roma Tomatoes,Fresh Limes,Fresh Organic Cilantro + Roma Tomatoes ➔ Fresh Limes,0.0935,0.857,3.89,0.0695,5.453,0.1091,0.2203
['Fresh Limes'],"['Fresh Organic Cilantro', 'Roma Tomatoes']",Fresh Limes,Fresh Organic Cilantro + Roma Tomatoes,Fresh Limes ➔ Fresh Organic Cilantro + Roma Tomatoes,0.0935,0.4244,3.89,0.0695,1.548,0.2203,0.1091
"['Fresh Organic Cilantro', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Fresh Organic Cilantro + Sparkling Mineral Water,Organic Tortilla Chips,Fresh Organic Cilantro + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.09,0.8646,3.889,0.0669,5.742,0.1041,0.2223
['Organic Tortilla Chips'],"['Fresh Organic Cilantro', 'Sparkling Mineral Water']",Organic Tortilla Chips,Fresh Organic Cilantro + Sparkling Mineral Water,Organic Tortilla Chips ➔ Fresh Organic Cilantro + Sparkling Mineral Water,0.09,0.4049,3.889,0.0669,1.505,0.2223,0.1041
"['Barista Oat Milk', 'Grade A Large Pasture Eggs', 'Madagascar Vanilla Syrup']",['Espresso Roast Coffee Beans'],Barista Oat Milk + Grade A Large Pasture Eggs + Madagascar Vanilla Syrup,Espresso Roast Coffee Beans,Barista Oat Milk + Grade A Large Pasture Eggs + Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans,0.0546,0.9161,3.885,0.0405,9.109,0.0596,0.2358
"['Barista Oat Milk', 'Madagascar Vanilla Syrup', 'Organic Whole Milk']",['Espresso Roast Coffee Beans'],Barista Oat Milk + Madagascar Vanilla Syrup + Organic Whole Milk,Espresso Roast Coffee Beans,Barista Oat Milk + Madagascar Vanilla Syrup + Organic Whole Milk ➔ Espresso Roast Coffee Beans,0.0545,0.916,3.885,0.0405,9.094,0.0595,0.2358
['Madagascar Vanilla Syrup'],"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,0.1037,0.7272,3.885,0.077,2.98,0.1426,0.1872
"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",['Madagascar Vanilla Syrup'],Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs ➔ Madagascar Vanilla Syrup,0.1037,0.554,3.885,0.077,1.922,0.1872,0.1426
"['Artisanal Sourdough Bread', 'Madagascar Vanilla Syrup']","['Barista Oat Milk', 'Espresso Roast Coffee Beans']",Artisanal Sourdough Bread + Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans,Artisanal Sourdough Bread + Madagascar Vanilla Syrup ➔ Barista Oat Milk + Espresso Roast Coffee Beans,0.034,0.4365,3.883,0.0252,1.575,0.0779,0.1124
"['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']",['Penne Rigate Pasta'],Artisanal Sourdough Bread + Grated Parmesan Cheese,Penne Rigate Pasta,Artisanal Sourdough Bread + Grated Parmesan Cheese ➔ Penne Rigate Pasta,0.0846,0.8111,3.881,0.0628,4.188,0.1043,0.209
['Penne Rigate Pasta'],"['Artisanal Sourdough Bread', 'Grated Parmesan Cheese']",Penne Rigate Pasta,Artisanal Sourdough Bread + Grated Parmesan Cheese,Penne Rigate Pasta ➔ Artisanal Sourdough Bread + Grated Parmesan Cheese,0.0846,0.4048,3.881,0.0628,1.505,0.209,0.1043
"['Artisanal Sourdough Bread', 'Madagascar Vanilla Syrup']","['Espresso Roast Coffee Beans', 'Salted Creamery Butter']",Artisanal Sourdough Bread + Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Salted Creamery Butter,Artisanal Sourdough Bread + Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans + Salted Creamery Butter,0.0327,0.4198,3.88,0.0243,1.537,0.0779,0.1082
"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Organic Whole Milk']",['Madagascar Vanilla Syrup'],Barista Oat Milk + Espresso Roast Coffee Beans + Organic Whole Milk,Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans + Organic Whole Milk ➔ Madagascar Vanilla Syrup,0.0545,0.5527,3.876,0.0404,1.917,0.0986,0.1426
['Madagascar Vanilla Syrup'],"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Organic Whole Milk']",Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans + Organic Whole Milk,Madagascar Vanilla Syrup ➔ Barista Oat Milk + Espresso Roast Coffee Beans + Organic Whole Milk,0.0545,0.3822,3.876,0.0404,1.459,0.1426,0.0986
"['Mild Chunky Salsa', 'Roma Tomatoes']",['Fresh Organic Cilantro'],Mild Chunky Salsa + Roma Tomatoes,Fresh Organic Cilantro,Mild Chunky Salsa + Roma Tomatoes ➔ Fresh Organic Cilantro,0.0538,0.829,3.875,0.0399,4.596,0.0649,0.2139
"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",['Madagascar Vanilla Syrup'],Barista Oat Milk + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs ➔ Madagascar Vanilla Syrup,0.0546,0.5526,3.875,0.0405,1.917,0.0988,0.1426
['Madagascar Vanilla Syrup'],"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup ➔ Barista Oat Milk + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,0.0546,0.3829,3.875,0.0405,1.46,0.1426,0.0988
"['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",['Madagascar Vanilla Syrup'],Artisanal Sourdough Bread + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup,Artisanal Sourdough Bread + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs ➔ Madagascar Vanilla Syrup,0.0574,0.5525,3.874,0.0426,1.916,0.1039,0.1426
['Madagascar Vanilla Syrup'],"['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs']",Madagascar Vanilla Syrup,Artisanal Sourdough Bread + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,Madagascar Vanilla Syrup ➔ Artisanal Sourdough Bread + Espresso Roast Coffee Beans + Grade A Large Pasture Eggs,0.0574,0.4025,3.874,0.0426,1.5,0.1426,0.1039
"['Organic Tortilla Chips', 'Sparkling Mineral Water']",['Fresh Limes'],Organic Tortilla Chips + Sparkling Mineral Water,Fresh Limes,Organic Tortilla Chips + Sparkling Mineral Water ➔ Fresh Limes,0.0903,0.8527,3.871,0.067,5.293,0.1059,0.2203
['Fresh Limes'],"['Organic Tortilla Chips', 'Sparkling Mineral Water']",Fresh Limes,Organic Tortilla Chips + Sparkling Mineral Water,Fresh Limes ➔ Organic Tortilla Chips + Sparkling Mineral Water,0.0903,0.4099,3.871,0.067,1.515,0.2203,0.1059
"['Artisanal Sourdough Bread', 'Penne Rigate Pasta']",['Grated Parmesan Cheese'],Artisanal Sourdough Bread + Penne Rigate Pasta,Grated Parmesan Cheese,Artisanal Sourdough Bread + Penne Rigate Pasta ➔ Grated Parmesan Cheese,0.0846,0.7855,3.87,0.0627,3.716,0.1077,0.203
"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs', 'Salted Creamery Butter']",['Madagascar Vanilla Syrup'],Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter,Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter ➔ Madagascar Vanilla Syrup,0.0522,0.5518,3.87,0.0387,1.913,0.0946,0.1426
['Grated Parmesan Cheese'],"['Artisanal Sourdough Bread', 'Penne Rigate Pasta']",Grated Parmesan Cheese,Artisanal Sourdough Bread + Penne Rigate Pasta,Grated Parmesan Cheese ➔ Artisanal Sourdough Bread + Penne Rigate Pasta,0.0846,0.4167,3.87,0.0627,1.53,0.203,0.1077
['Madagascar Vanilla Syrup'],"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs', 'Salted Creamery Butter']",Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter,Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter,0.0522,0.3661,3.87,0.0387,1.428,0.1426,0.0946
"['Fresh Organic Cilantro', 'Organic Hass Avocados']",['Organic Tortilla Chips'],Fresh Organic Cilantro + Organic Hass Avocados,Organic Tortilla Chips,Fresh Organic Cilantro + Organic Hass Avocados ➔ Organic Tortilla Chips,0.1495,0.8602,3.869,0.1109,5.562,0.1738,0.2223
"['72% Dark Chocolate Bar', 'Artisanal Sourdough Bread']",['Grated Parmesan Cheese'],72% Dark Chocolate Bar + Artisanal Sourdough Bread,Grated Parmesan Cheese,72% Dark Chocolate Bar + Artisanal Sourdough Bread ➔ Grated Parmesan Cheese,0.0542,0.7855,3.869,0.0402,3.716,0.069,0.203
['Organic Tortilla Chips'],"['Fresh Organic Cilantro', 'Organic Hass Avocados']",Organic Tortilla Chips,Fresh Organic Cilantro + Organic Hass Avocados,Organic Tortilla Chips ➔ Fresh Organic Cilantro + Organic Hass Avocados,0.1495,0.6725,3.869,0.1109,2.523,0.2223,0.1738
"['Grade A Large Pasture Eggs', 'Salted Creamery Butter']","['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans']",Grade A Large Pasture Eggs + Salted Creamery Butter,Artisanal Sourdough Bread + Espresso Roast Coffee Beans,Grade A Large Pasture Eggs + Salted Creamery Butter ➔ Artisanal Sourdough Bread + Espresso Roast Coffee Beans,0.0532,0.4872,3.863,0.0394,1.704,0.1092,0.1261
"['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans']","['Grade A Large Pasture Eggs', 'Salted Creamery Butter']",Artisanal Sourdough Bread + Espresso Roast Coffee Beans,Grade A Large Pasture Eggs + Salted Creamery Butter,Artisanal Sourdough Bread + Espresso Roast Coffee Beans ➔ Grade A Large Pasture Eggs + Salted Creamery Butter,0.0532,0.4219,3.863,0.0394,1.541,0.1261,0.1092
"['Fresh Limes', 'Organic Hass Avocados', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Fresh Limes + Organic Hass Avocados + Sparkling Mineral Water,Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.0793,0.8582,3.861,0.0588,5.485,0.0924,0.2223
['Organic Tortilla Chips'],"['Fresh Limes', 'Organic Hass Avocados', 'Sparkling Mineral Water']",Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados + Sparkling Mineral Water,Organic Tortilla Chips ➔ Fresh Limes + Organic Hass Avocados + Sparkling Mineral Water,0.0793,0.3567,3.861,0.0588,1.411,0.2223,0.0924
"['Organic Hass Avocados', 'Organic Tortilla Chips', 'Roma Tomatoes']",['Fresh Limes'],Organic Hass Avocados + Organic Tortilla Chips + Roma Tomatoes,Fresh Limes,Organic Hass Avocados + Organic Tortilla Chips + Roma Tomatoes ➔ Fresh Limes,0.0812,0.8503,3.86,0.0602,5.207,0.0955,0.2203
['Fresh Limes'],"['Organic Hass Avocados', 'Organic Tortilla Chips', 'Roma Tomatoes']",Fresh Limes,Organic Hass Avocados + Organic Tortilla Chips + Roma Tomatoes,Fresh Limes ➔ Organic Hass Avocados + Organic Tortilla Chips + Roma Tomatoes,0.0812,0.3686,3.86,0.0602,1.433,0.2203,0.0955
"['Fresh Organic Cilantro', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Fresh Organic Cilantro + Roma Tomatoes + Sparkling Mineral Water,Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.0501,0.8579,3.859,0.0371,5.472,0.0584,0.2223
"['Barista Oat Milk', 'Salted Creamery Butter']","['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans']",Barista Oat Milk + Salted Creamery Butter,Artisanal Sourdough Bread + Espresso Roast Coffee Beans,Barista Oat Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread + Espresso Roast Coffee Beans,0.0318,0.4862,3.856,0.0236,1.701,0.0654,0.1261
"['Artisanal Sourdough Bread', 'Barista Oat Milk', 'Madagascar Vanilla Syrup']",['Espresso Roast Coffee Beans'],Artisanal Sourdough Bread + Barista Oat Milk + Madagascar Vanilla Syrup,Espresso Roast Coffee Beans,Artisanal Sourdough Bread + Barista Oat Milk + Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans,0.034,0.9091,3.855,0.0252,8.406,0.0374,0.2358
"['Mild Chunky Salsa', 'Organic Hass Avocados']",['Fresh Limes'],Mild Chunky Salsa + Organic Hass Avocados,Fresh Limes,Mild Chunky Salsa + Organic Hass Avocados ➔ Fresh Limes,0.0892,0.8479,3.849,0.066,5.127,0.1052,0.2203
['Slow-Simmered Marinara'],['Grated Parmesan Cheese'],Slow-Simmered Marinara,Grated Parmesan Cheese,Slow-Simmered Marinara ➔ Grated Parmesan Cheese,0.1573,0.7814,3.849,0.1164,3.646,0.2013,0.203
['Grated Parmesan Cheese'],['Slow-Simmered Marinara'],Grated Parmesan Cheese,Slow-Simmered Marinara,Grated Parmesan Cheese ➔ Slow-Simmered Marinara,0.1573,0.7749,3.849,0.1164,3.548,0.203,0.2013
['Fresh Limes'],"['Mild Chunky Salsa', 'Organic Hass Avocados']",Fresh Limes,Mild Chunky Salsa + Organic Hass Avocados,Fresh Limes ➔ Mild Chunky Salsa + Organic Hass Avocados,0.0892,0.4049,3.849,0.066,1.504,0.2203,0.1052
['Mild Chunky Salsa'],"['Fresh Limes', 'Fresh Organic Cilantro', 'Organic Hass Avocados']",Mild Chunky Salsa,Fresh Limes + Fresh Organic Cilantro + Organic Hass Avocados,Mild Chunky Salsa ➔ Fresh Limes + Fresh Organic Cilantro + Organic Hass Avocados,0.0801,0.5851,3.847,0.0593,2.044,0.1369,0.1521
"['Fresh Limes', 'Fresh Organic Cilantro', 'Organic Hass Avocados']",['Mild Chunky Salsa'],Fresh Limes + Fresh Organic Cilantro + Organic Hass Avocados,Mild Chunky Salsa,Fresh Limes + Fresh Organic Cilantro + Organic Hass Avocados ➔ Mild Chunky Salsa,0.0801,0.5266,3.847,0.0593,1.823,0.1521,0.1369
"['Fresh Limes', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Fresh Limes + Sparkling Mineral Water,Organic Tortilla Chips,Fresh Limes + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.0903,0.8543,3.843,0.0668,5.338,0.1057,0.2223
"['Artisanal Sourdough Bread', 'Madagascar Vanilla Syrup']","['Grade A Large Pasture Eggs', 'Organic Whole Milk']",Artisanal Sourdough Bread + Madagascar Vanilla Syrup,Grade A Large Pasture Eggs + Organic Whole Milk,Artisanal Sourdough Bread + Madagascar Vanilla Syrup ➔ Grade A Large Pasture Eggs + Organic Whole Milk,0.0582,0.7471,3.843,0.0431,3.186,0.0779,0.1944
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Organic Strawberry Jam']",['Organic Bananas'],Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam,Organic Bananas,Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam ➔ Organic Bananas,0.0615,0.571,3.843,0.0455,1.985,0.1077,0.1486
['Organic Bananas'],"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Organic Strawberry Jam']",Organic Bananas,Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam,Organic Bananas ➔ Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam,0.0615,0.4139,3.843,0.0455,1.522,0.1486,0.1077
['Organic Tortilla Chips'],"['Fresh Limes', 'Sparkling Mineral Water']",Organic Tortilla Chips,Fresh Limes + Sparkling Mineral Water,Organic Tortilla Chips ➔ Fresh Limes + Sparkling Mineral Water,0.0903,0.4062,3.843,0.0668,1.506,0.2223,0.1057
"['Barista Oat Milk', 'Madagascar Vanilla Syrup']",['Espresso Roast Coffee Beans'],Barista Oat Milk + Madagascar Vanilla Syrup,Espresso Roast Coffee Beans,Barista Oat Milk + Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans,0.0611,0.9052,3.839,0.0452,8.06,0.0675,0.2358
"['Grade A Large Pasture Eggs', 'Organic Whole Milk', 'Salted Creamery Butter']",['Madagascar Vanilla Syrup'],Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter,Madagascar Vanilla Syrup,Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter ➔ Madagascar Vanilla Syrup,0.0518,0.547,3.836,0.0383,1.893,0.0947,0.1426
['Madagascar Vanilla Syrup'],"['Grade A Large Pasture Eggs', 'Organic Whole Milk', 'Salted Creamery Butter']",Madagascar Vanilla Syrup,Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter,Madagascar Vanilla Syrup ➔ Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter,0.0518,0.3633,3.836,0.0383,1.422,0.1426,0.0947
"['Fresh Organic Cilantro', 'Roma Tomatoes']",['Organic Tortilla Chips'],Fresh Organic Cilantro + Roma Tomatoes,Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes ➔ Organic Tortilla Chips,0.093,0.8524,3.835,0.0687,5.27,0.1091,0.2223
['Organic Tortilla Chips'],"['Fresh Organic Cilantro', 'Roma Tomatoes']",Organic Tortilla Chips,Fresh Organic Cilantro + Roma Tomatoes,Organic Tortilla Chips ➔ Fresh Organic Cilantro + Roma Tomatoes,0.093,0.4184,3.835,0.0687,1.532,0.2223,0.1091
"['Artisanal Sourdough Bread', 'Barista Oat Milk', 'Espresso Roast Coffee Beans']",['Madagascar Vanilla Syrup'],Artisanal Sourdough Bread + Barista Oat Milk + Espresso Roast Coffee Beans,Madagascar Vanilla Syrup,Artisanal Sourdough Bread + Barista Oat Milk + Espresso Roast Coffee Beans ➔ Madagascar Vanilla Syrup,0.034,0.5466,3.833,0.0251,1.891,0.0622,0.1426
"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Salted Creamery Butter']",['Madagascar Vanilla Syrup'],Barista Oat Milk + Espresso Roast Coffee Beans + Salted Creamery Butter,Madagascar Vanilla Syrup,Barista Oat Milk + Espresso Roast Coffee Beans + Salted Creamery Butter ➔ Madagascar Vanilla Syrup,0.0311,0.5466,3.833,0.023,1.891,0.0569,0.1426
"['Espresso Roast Coffee Beans', 'Organic Whole Milk', 'Salted Creamery Butter']",['Madagascar Vanilla Syrup'],Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter,Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter ➔ Madagascar Vanilla Syrup,0.0517,0.5465,3.832,0.0382,1.891,0.0946,0.1426
['Madagascar Vanilla Syrup'],"['Espresso Roast Coffee Beans', 'Organic Whole Milk', 'Salted Creamery Butter']",Madagascar Vanilla Syrup,Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter,Madagascar Vanilla Syrup ➔ Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter,0.0517,0.3626,3.832,0.0382,1.42,0.1426,0.0946
"['Artisanal Sourdough Bread', 'Madagascar Vanilla Syrup', 'Salted Creamery Butter']",['Espresso Roast Coffee Beans'],Artisanal Sourdough Bread + Madagascar Vanilla Syrup + Salted Creamery Butter,Espresso Roast Coffee Beans,Artisanal Sourdough Bread + Madagascar Vanilla Syrup + Salted Creamery Butter ➔ Espresso Roast Coffee Beans,0.0327,0.9033,3.831,0.0242,7.904,0.0362,0.2358
"['Mild Chunky Salsa', 'Organic Hass Avocados', 'Sparkling Mineral Water']",['Fresh Limes'],Mild Chunky Salsa + Organic Hass Avocados + Sparkling Mineral Water,Fresh Limes,Mild Chunky Salsa + Organic Hass Avocados + Sparkling Mineral Water ➔ Fresh Limes,0.0465,0.8439,3.831,0.0344,4.996,0.0551,0.2203
"['Organic Tortilla Chips', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Fresh Limes'],Organic Tortilla Chips + Roma Tomatoes + Sparkling Mineral Water,Fresh Limes,Organic Tortilla Chips + Roma Tomatoes + Sparkling Mineral Water ➔ Fresh Limes,0.0496,0.8435,3.829,0.0366,4.983,0.0588,0.2203
"['Barista Oat Milk', 'Organic Whole Milk']","['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans']",Barista Oat Milk + Organic Whole Milk,Artisanal Sourdough Bread + Espresso Roast Coffee Beans,Barista Oat Milk + Organic Whole Milk ➔ Artisanal Sourdough Bread + Espresso Roast Coffee Beans,0.0548,0.4828,3.829,0.0405,1.69,0.1135,0.1261
"['Artisanal Sourdough Bread', 'Espresso Roast Coffee Beans']","['Barista Oat Milk', 'Organic Whole Milk']",Artisanal Sourdough Bread + Espresso Roast Coffee Beans,Barista Oat Milk + Organic Whole Milk,Artisanal Sourdough Bread + Espresso Roast Coffee Beans ➔ Barista Oat Milk + Organic Whole Milk,0.0548,0.4346,3.829,0.0405,1.568,0.1261,0.1135
"['Fresh Limes', 'Organic Hass Avocados']",['Organic Tortilla Chips'],Fresh Limes + Organic Hass Avocados,Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados ➔ Organic Tortilla Chips,0.1502,0.851,3.828,0.111,5.219,0.1765,0.2223
['Organic Tortilla Chips'],"['Fresh Limes', 'Organic Hass Avocados']",Organic Tortilla Chips,Fresh Limes + Organic Hass Avocados,Organic Tortilla Chips ➔ Fresh Limes + Organic Hass Avocados,0.1502,0.6757,3.828,0.111,2.539,0.2223,0.1765
"['Artisanal Sourdough Bread', 'Slow-Simmered Marinara']",['Penne Rigate Pasta'],Artisanal Sourdough Bread + Slow-Simmered Marinara,Penne Rigate Pasta,Artisanal Sourdough Bread + Slow-Simmered Marinara ➔ Penne Rigate Pasta,0.0827,0.7998,3.827,0.0611,3.951,0.1034,0.209
"['Artisanal Sourdough Bread', 'Barista Oat Milk']","['Espresso Roast Coffee Beans', 'Salted Creamery Butter']",Artisanal Sourdough Bread + Barista Oat Milk,Espresso Roast Coffee Beans + Salted Creamery Butter,Artisanal Sourdough Bread + Barista Oat Milk ➔ Espresso Roast Coffee Beans + Salted Creamery Butter,0.0318,0.4141,3.827,0.0235,1.522,0.0768,0.1082
['Penne Rigate Pasta'],"['Artisanal Sourdough Bread', 'Slow-Simmered Marinara']",Penne Rigate Pasta,Artisanal Sourdough Bread + Slow-Simmered Marinara,Penne Rigate Pasta ➔ Artisanal Sourdough Bread + Slow-Simmered Marinara,0.0827,0.3957,3.827,0.0611,1.484,0.209,0.1034
